,Hr0,Hr1,Hr2,Hr3,Hr4,Hr5,Hr6,Hr7,Hr8,Hr9,Hr10,Hr11
5575,19.11,20.05,26.05,34.43,49.94,419.53,1998.37,3199.63,2506.59,694.22,75.0,44.0
5576,20.05,26.05,34.43,49.94,419.53,1998.37,3199.63,2506.59,694.22,75.0,44.0,30.29
5577,26.05,34.43,49.94,419.53,1998.37,3199.63,2506.59,694.22,75.0,44.0,30.29,26.25
5578,34.43,49.94,419.53,1998.37,3199.63,2506.59,694.22,75.0,44.0,30.29,26.25,20.12
5579,49.94,419.53,1998.37,3199.63,2506.59,694.22,75.0,44.0,30.29,26.25,20.12,18.01
5580,419.53,1998.37,3199.63,2506.59,694.22,75.0,44.0,30.29,26.25,20.12,18.01,14.37
5581,1998.37,3199.63,2506.59,694.22,75.0,44.0,30.29,26.25,20.12,18.01,14.37,13.41
5582,3199.63,2506.59,694.22,75.0,44.0,30.29,26.25,20.12,18.01,14.37,13.41,14.27
5583,2506.59,694.22,75.0,44.0,30.29,26.25,20.12,18.01,14.37,13.41,14.27,13.44
5584,694.22,75.0,44.0,30.29,26.25,20.12,18.01,14.37,13.41,14.27,13.44,12.64
5585,75.0,44.0,30.29,26.25,20.12,18.01,14.37,13.41,14.27,13.44,12.64,13.66
5586,44.0,30.29,26.25,20.12,18.01,14.37,13.41,14.27,13.44,12.64,13.66,15.69
5587,30.29,26.25,20.12,18.01,14.37,13.41,14.27,13.44,12.64,13.66,15.69,16.35
5588,26.25,20.12,18.01,14.37,13.41,14.27,13.44,12.64,13.66,15.69,16.35,18.49
5589,20.12,18.01,14.37,13.41,14.27,13.44,12.64,13.66,15.69,16.35,18.49,19.05
5590,18.01,14.37,13.41,14.27,13.44,12.64,13.66,15.69,16.35,18.49,19.05,23.69
5591,14.37,13.41,14.27,13.44,12.64,13.66,15.69,16.35,18.49,19.05,23.69,27.1
5592,13.41,14.27,13.44,12.64,13.66,15.69,16.35,18.49,19.05,23.69,27.1,35.45
5593,14.27,13.44,12.64,13.66,15.69,16.35,18.49,19.05,23.69,27.1,35.45,70.88
5594,13.44,12.64,13.66,15.69,16.35,18.49,19.05,23.69,27.1,35.45,70.88,175.1
5595,12.64,13.66,15.69,16.35,18.49,19.05,23.69,27.1,35.45,70.88,175.1,432.95
5596,13.66,15.69,16.35,18.49,19.05,23.69,27.1,35.45,70.88,175.1,432.95,466.41
5597,15.69,16.35,18.49,19.05,23.69,27.1,35.45,70.88,175.1,432.95,466.41,125.54
5598,16.35,18.49,19.05,23.69,27.1,35.45,70.88,175.1,432.95,466.41,125.54,39.95
5599,18.49,19.05,23.69,27.1,35.45,70.88,175.1,432.95,466.41,125.54,39.95,32.32
5600,19.05,23.69,27.1,35.45,70.88,175.1,432.95,466.41,125.54,39.95,32.32,28.35
5601,23.69,27.1,35.45,70.88,175.1,432.95,466.41,125.54,39.95,32.32,28.35,24.61
5602,27.1,35.45,70.88,175.1,432.95,466.41,125.54,39.95,32.32,28.35,24.61,19.99
5603,35.45,70.88,175.1,432.95,466.41,125.54,39.95,32.32,28.35,24.61,19.99,17.76
5604,70.88,175.1,432.95,466.41,125.54,39.95,32.32,28.35,24.61,19.99,17.76,14.27
5605,175.1,432.95,466.41,125.54,39.95,32.32,28.35,24.61,19.99,17.76,14.27,12.92
5606,432.95,466.41,125.54,39.95,32.32,28.35,24.61,19.99,17.76,14.27,12.92,13.98
5607,466.41,125.54,39.95,32.32,28.35,24.61,19.99,17.76,14.27,12.92,13.98,13.48
5608,125.54,39.95,32.32,28.35,24.61,19.99,17.76,14.27,12.92,13.98,13.48,13.13
5609,39.95,32.32,28.35,24.61,19.99,17.76,14.27,12.92,13.98,13.48,13.13,14.44
5610,32.32,28.35,24.61,19.99,17.76,14.27,12.92,13.98,13.48,13.13,14.44,17.17
5611,28.35,24.61,19.99,17.76,14.27,12.92,13.98,13.48,13.13,14.44,17.17,18.9
5612,24.61,19.99,17.76,14.27,12.92,13.98,13.48,13.13,14.44,17.17,18.9,19.44
5613,19.99,17.76,14.27,12.92,13.98,13.48,13.13,14.44,17.17,18.9,19.44,19.7
5614,17.76,14.27,12.92,13.98,13.48,13.13,14.44,17.17,18.9,19.44,19.7,24.2
5615,14.27,12.92,13.98,13.48,13.13,14.44,17.17,18.9,19.44,19.7,24.2,28.34
5616,12.92,13.98,13.48,13.13,14.44,17.17,18.9,19.44,19.7,24.2,28.34,36.01
5617,13.98,13.48,13.13,14.44,17.17,18.9,19.44,19.7,24.2,28.34,36.01,54.98
5618,13.48,13.13,14.44,17.17,18.9,19.44,19.7,24.2,28.34,36.01,54.98,86.06
5619,13.13,14.44,17.17,18.9,19.44,19.7,24.2,28.34,36.01,54.98,86.06,193.89
5620,14.44,17.17,18.9,19.44,19.7,24.2,28.34,36.01,54.98,86.06,193.89,167.2
5621,17.17,18.9,19.44,19.7,24.2,28.34,36.01,54.98,86.06,193.89,167.2,52.83
5622,18.9,19.44,19.7,24.2,28.34,36.01,54.98,86.06,193.89,167.2,52.83,31.68
5623,19.44,19.7,24.2,28.34,36.01,54.98,86.06,193.89,167.2,52.83,31.68,28.65
5624,19.7,24.2,28.34,36.01,54.98,86.06,193.89,167.2,52.83,31.68,28.65,25.8
5625,24.2,28.34,36.01,54.98,86.06,193.89,167.2,52.83,31.68,28.65,25.8,22.59
5626,28.34,36.01,54.98,86.06,193.89,167.2,52.83,31.68,28.65,25.8,22.59,19.15
5627,36.01,54.98,86.06,193.89,167.2,52.83,31.68,28.65,25.8,22.59,19.15,17.46
5628,54.98,86.06,193.89,167.2,52.83,31.68,28.65,25.8,22.59,19.15,17.46,16.99
5629,86.06,193.89,167.2,52.83,31.68,28.65,25.8,22.59,19.15,17.46,16.99,15.51
5630,193.89,167.2,52.83,31.68,28.65,25.8,22.59,19.15,17.46,16.99,15.51,14.75
5631,167.2,52.83,31.68,28.65,25.8,22.59,19.15,17.46,16.99,15.51,14.75,14.97
5632,52.83,31.68,28.65,25.8,22.59,19.15,17.46,16.99,15.51,14.75,14.97,14.65
5633,31.68,28.65,25.8,22.59,19.15,17.46,16.99,15.51,14.75,14.97,14.65,14.93
5634,28.65,25.8,22.59,19.15,17.46,16.99,15.51,14.75,14.97,14.65,14.93,16.48
5635,25.8,22.59,19.15,17.46,16.99,15.51,14.75,14.97,14.65,14.93,16.48,16.72
5636,22.59,19.15,17.46,16.99,15.51,14.75,14.97,14.65,14.93,16.48,16.72,18.59
5637,19.15,17.46,16.99,15.51,14.75,14.97,14.65,14.93,16.48,16.72,18.59,19.99
5638,17.46,16.99,15.51,14.75,14.97,14.65,14.93,16.48,16.72,18.59,19.99,22.52
5639,16.99,15.51,14.75,14.97,14.65,14.93,16.48,16.72,18.59,19.99,22.52,25.56
5640,15.51,14.75,14.97,14.65,14.93,16.48,16.72,18.59,19.99,22.52,25.56,31.52
5641,14.75,14.97,14.65,14.93,16.48,16.72,18.59,19.99,22.52,25.56,31.52,39.97
5642,14.97,14.65,14.93,16.48,16.72,18.59,19.99,22.52,25.56,31.52,39.97,50.05
5643,14.65,14.93,16.48,16.72,18.59,19.99,22.52,25.56,31.52,39.97,50.05,121.68
5644,14.93,16.48,16.72,18.59,19.99,22.52,25.56,31.52,39.97,50.05,121.68,131.66
5645,16.48,16.72,18.59,19.99,22.52,25.56,31.52,39.97,50.05,121.68,131.66,54.41
5646,16.72,18.59,19.99,22.52,25.56,31.52,39.97,50.05,121.68,131.66,54.41,33.33
5647,18.59,19.99,22.52,25.56,31.52,39.97,50.05,121.68,131.66,54.41,33.33,27.5
5648,19.99,22.52,25.56,31.52,39.97,50.05,121.68,131.66,54.41,33.33,27.5,25.0
5649,22.52,25.56,31.52,39.97,50.05,121.68,131.66,54.41,33.33,27.5,25.0,21.05
5650,25.56,31.52,39.97,50.05,121.68,131.66,54.41,33.33,27.5,25.0,21.05,18.42
5651,31.52,39.97,50.05,121.68,131.66,54.41,33.33,27.5,25.0,21.05,18.42,17.29
5652,39.97,50.05,121.68,131.66,54.41,33.33,27.5,25.0,21.05,18.42,17.29,15.13
5653,50.05,121.68,131.66,54.41,33.33,27.5,25.0,21.05,18.42,17.29,15.13,13.92
5654,121.68,131.66,54.41,33.33,27.5,25.0,21.05,18.42,17.29,15.13,13.92,12.8
5655,131.66,54.41,33.33,27.5,25.0,21.05,18.42,17.29,15.13,13.92,12.8,11.88
5656,54.41,33.33,27.5,25.0,21.05,18.42,17.29,15.13,13.92,12.8,11.88,12.67
5657,33.33,27.5,25.0,21.05,18.42,17.29,15.13,13.92,12.8,11.88,12.67,11.38
5658,27.5,25.0,21.05,18.42,17.29,15.13,13.92,12.8,11.88,12.67,11.38,12.4
5659,25.0,21.05,18.42,17.29,15.13,13.92,12.8,11.88,12.67,11.38,12.4,13.0
5660,21.05,18.42,17.29,15.13,13.92,12.8,11.88,12.67,11.38,12.4,13.0,15.48
5661,18.42,17.29,15.13,13.92,12.8,11.88,12.67,11.38,12.4,13.0,15.48,16.79
5662,17.29,15.13,13.92,12.8,11.88,12.67,11.38,12.4,13.0,15.48,16.79,20.33
5663,15.13,13.92,12.8,11.88,12.67,11.38,12.4,13.0,15.48,16.79,20.33,24.65
5664,13.92,12.8,11.88,12.67,11.38,12.4,13.0,15.48,16.79,20.33,24.65,33.27
5665,12.8,11.88,12.67,11.38,12.4,13.0,15.48,16.79,20.33,24.65,33.27,45.01
5666,11.88,12.67,11.38,12.4,13.0,15.48,16.79,20.33,24.65,33.27,45.01,54.15
5667,12.67,11.38,12.4,13.0,15.48,16.79,20.33,24.65,33.27,45.01,54.15,170.34
5668,11.38,12.4,13.0,15.48,16.79,20.33,24.65,33.27,45.01,54.15,170.34,180.0
5669,12.4,13.0,15.48,16.79,20.33,24.65,33.27,45.01,54.15,170.34,180.0,120.56
5670,13.0,15.48,16.79,20.33,24.65,33.27,45.01,54.15,170.34,180.0,120.56,50.11
5671,15.48,16.79,20.33,24.65,33.27,45.01,54.15,170.34,180.0,120.56,50.11,36.55
5672,16.79,20.33,24.65,33.27,45.01,54.15,170.34,180.0,120.56,50.11,36.55,26.66
5673,20.33,24.65,33.27,45.01,54.15,170.34,180.0,120.56,50.11,36.55,26.66,19.89
5674,24.65,33.27,45.01,54.15,170.34,180.0,120.56,50.11,36.55,26.66,19.89,17.17
5675,33.27,45.01,54.15,170.34,180.0,120.56,50.11,36.55,26.66,19.89,17.17,15.89
5676,45.01,54.15,170.34,180.0,120.56,50.11,36.55,26.66,19.89,17.17,15.89,13.38
5677,54.15,170.34,180.0,120.56,50.11,36.55,26.66,19.89,17.17,15.89,13.38,11.0
5678,170.34,180.0,120.56,50.11,36.55,26.66,19.89,17.17,15.89,13.38,11.0,10.4
5679,180.0,120.56,50.11,36.55,26.66,19.89,17.17,15.89,13.38,11.0,10.4,12.0
5680,120.56,50.11,36.55,26.66,19.89,17.17,15.89,13.38,11.0,10.4,12.0,12.31
5681,50.11,36.55,26.66,19.89,17.17,15.89,13.38,11.0,10.4,12.0,12.31,12.15
5682,36.55,26.66,19.89,17.17,15.89,13.38,11.0,10.4,12.0,12.31,12.15,13.65
5683,26.66,19.89,17.17,15.89,13.38,11.0,10.4,12.0,12.31,12.15,13.65,15.0
5684,19.89,17.17,15.89,13.38,11.0,10.4,12.0,12.31,12.15,13.65,15.0,16.66
5685,17.17,15.89,13.38,11.0,10.4,12.0,12.31,12.15,13.65,15.0,16.66,18.24
5686,15.89,13.38,11.0,10.4,12.0,12.31,12.15,13.65,15.0,16.66,18.24,22.3
5687,13.38,11.0,10.4,12.0,12.31,12.15,13.65,15.0,16.66,18.24,22.3,27.07
5688,11.0,10.4,12.0,12.31,12.15,13.65,15.0,16.66,18.24,22.3,27.07,38.13
5689,10.4,12.0,12.31,12.15,13.65,15.0,16.66,18.24,22.3,27.07,38.13,201.23
5690,12.0,12.31,12.15,13.65,15.0,16.66,18.24,22.3,27.07,38.13,201.23,1292.21
5691,12.31,12.15,13.65,15.0,16.66,18.24,22.3,27.07,38.13,201.23,1292.21,3500.92
5692,12.15,13.65,15.0,16.66,18.24,22.3,27.07,38.13,201.23,1292.21,3500.92,2581.37
5693,13.65,15.0,16.66,18.24,22.3,27.07,38.13,201.23,1292.21,3500.92,2581.37,1410.35
5694,15.0,16.66,18.24,22.3,27.07,38.13,201.23,1292.21,3500.92,2581.37,1410.35,146.78
5695,16.66,18.24,22.3,27.07,38.13,201.23,1292.21,3500.92,2581.37,1410.35,146.78,37.0
5696,18.24,22.3,27.07,38.13,201.23,1292.21,3500.92,2581.37,1410.35,146.78,37.0,29.54
5697,22.3,27.07,38.13,201.23,1292.21,3500.92,2581.37,1410.35,146.78,37.0,29.54,24.56
5698,27.07,38.13,201.23,1292.21,3500.92,2581.37,1410.35,146.78,37.0,29.54,24.56,22.42
5699,38.13,201.23,1292.21,3500.92,2581.37,1410.35,146.78,37.0,29.54,24.56,22.42,19.45
5700,201.23,1292.21,3500.92,2581.37,1410.35,146.78,37.0,29.54,24.56,22.42,19.45,14.34
5701,1292.21,3500.92,2581.37,1410.35,146.78,37.0,29.54,24.56,22.42,19.45,14.34,13.6
5702,3500.92,2581.37,1410.35,146.78,37.0,29.54,24.56,22.42,19.45,14.34,13.6,12.99
5703,2581.37,1410.35,146.78,37.0,29.54,24.56,22.42,19.45,14.34,13.6,12.99,12.03
5704,1410.35,146.78,37.0,29.54,24.56,22.42,19.45,14.34,13.6,12.99,12.03,12.11
5705,146.78,37.0,29.54,24.56,22.42,19.45,14.34,13.6,12.99,12.03,12.11,13.77
5706,37.0,29.54,24.56,22.42,19.45,14.34,13.6,12.99,12.03,12.11,13.77,15.61
5707,29.54,24.56,22.42,19.45,14.34,13.6,12.99,12.03,12.11,13.77,15.61,16.64
5708,24.56,22.42,19.45,14.34,13.6,12.99,12.03,12.11,13.77,15.61,16.64,18.68
5709,22.42,19.45,14.34,13.6,12.99,12.03,12.11,13.77,15.61,16.64,18.68,20.07
5710,19.45,14.34,13.6,12.99,12.03,12.11,13.77,15.61,16.64,18.68,20.07,21.23
5711,14.34,13.6,12.99,12.03,12.11,13.77,15.61,16.64,18.68,20.07,21.23,26.19
5712,13.6,12.99,12.03,12.11,13.77,15.61,16.64,18.68,20.07,21.23,26.19,32.56
5713,12.99,12.03,12.11,13.77,15.61,16.64,18.68,20.07,21.23,26.19,32.56,51.13
5714,12.03,12.11,13.77,15.61,16.64,18.68,20.07,21.23,26.19,32.56,51.13,99.83
5715,12.11,13.77,15.61,16.64,18.68,20.07,21.23,26.19,32.56,51.13,99.83,211.55
5716,13.77,15.61,16.64,18.68,20.07,21.23,26.19,32.56,51.13,99.83,211.55,235.74
5717,15.61,16.64,18.68,20.07,21.23,26.19,32.56,51.13,99.83,211.55,235.74,85.0
5718,16.64,18.68,20.07,21.23,26.19,32.56,51.13,99.83,211.55,235.74,85.0,36.0
5719,18.68,20.07,21.23,26.19,32.56,51.13,99.83,211.55,235.74,85.0,36.0,29.61
5720,20.07,21.23,26.19,32.56,51.13,99.83,211.55,235.74,85.0,36.0,29.61,25.24
5721,21.23,26.19,32.56,51.13,99.83,211.55,235.74,85.0,36.0,29.61,25.24,23.75
5722,26.19,32.56,51.13,99.83,211.55,235.74,85.0,36.0,29.61,25.24,23.75,19.05
5723,32.56,51.13,99.83,211.55,235.74,85.0,36.0,29.61,25.24,23.75,19.05,17.76
5724,51.13,99.83,211.55,235.74,85.0,36.0,29.61,25.24,23.75,19.05,17.76,16.74
5725,99.83,211.55,235.74,85.0,36.0,29.61,25.24,23.75,19.05,17.76,16.74,15.25
5726,211.55,235.74,85.0,36.0,29.61,25.24,23.75,19.05,17.76,16.74,15.25,14.8
5727,235.74,85.0,36.0,29.61,25.24,23.75,19.05,17.76,16.74,15.25,14.8,14.32
5728,85.0,36.0,29.61,25.24,23.75,19.05,17.76,16.74,15.25,14.8,14.32,14.31
5729,36.0,29.61,25.24,23.75,19.05,17.76,16.74,15.25,14.8,14.32,14.31,15.5
5730,29.61,25.24,23.75,19.05,17.76,16.74,15.25,14.8,14.32,14.31,15.5,17.38
5731,25.24,23.75,19.05,17.76,16.74,15.25,14.8,14.32,14.31,15.5,17.38,17.57
5732,23.75,19.05,17.76,16.74,15.25,14.8,14.32,14.31,15.5,17.38,17.57,18.42
5733,19.05,17.76,16.74,15.25,14.8,14.32,14.31,15.5,17.38,17.57,18.42,19.97
5734,17.76,16.74,15.25,14.8,14.32,14.31,15.5,17.38,17.57,18.42,19.97,20.96
5735,16.74,15.25,14.8,14.32,14.31,15.5,17.38,17.57,18.42,19.97,20.96,25.97
5736,15.25,14.8,14.32,14.31,15.5,17.38,17.57,18.42,19.97,20.96,25.97,29.94
5737,14.8,14.32,14.31,15.5,17.38,17.57,18.42,19.97,20.96,25.97,29.94,39.0
5738,14.32,14.31,15.5,17.38,17.57,18.42,19.97,20.96,25.97,29.94,39.0,61.61
5739,14.31,15.5,17.38,17.57,18.42,19.97,20.96,25.97,29.94,39.0,61.61,113.48
5740,15.5,17.38,17.57,18.42,19.97,20.96,25.97,29.94,39.0,61.61,113.48,119.93
5741,17.38,17.57,18.42,19.97,20.96,25.97,29.94,39.0,61.61,113.48,119.93,45.2
5742,17.57,18.42,19.97,20.96,25.97,29.94,39.0,61.61,113.48,119.93,45.2,32.04
5743,18.42,19.97,20.96,25.97,29.94,39.0,61.61,113.48,119.93,45.2,32.04,29.33
5744,19.97,20.96,25.97,29.94,39.0,61.61,113.48,119.93,45.2,32.04,29.33,27.19
5745,20.96,25.97,29.94,39.0,61.61,113.48,119.93,45.2,32.04,29.33,27.19,22.01
5746,25.97,29.94,39.0,61.61,113.48,119.93,45.2,32.04,29.33,27.19,22.01,19.53
5747,29.94,39.0,61.61,113.48,119.93,45.2,32.04,29.33,27.19,22.01,19.53,17.71
5748,39.0,61.61,113.48,119.93,45.2,32.04,29.33,27.19,22.01,19.53,17.71,16.41
5749,61.61,113.48,119.93,45.2,32.04,29.33,27.19,22.01,19.53,17.71,16.41,14.89
5750,113.48,119.93,45.2,32.04,29.33,27.19,22.01,19.53,17.71,16.41,14.89,15.03
5751,119.93,45.2,32.04,29.33,27.19,22.01,19.53,17.71,16.41,14.89,15.03,14.56
5752,45.2,32.04,29.33,27.19,22.01,19.53,17.71,16.41,14.89,15.03,14.56,14.66
5753,32.04,29.33,27.19,22.01,19.53,17.71,16.41,14.89,15.03,14.56,14.66,14.78
5754,29.33,27.19,22.01,19.53,17.71,16.41,14.89,15.03,14.56,14.66,14.78,16.16
5755,27.19,22.01,19.53,17.71,16.41,14.89,15.03,14.56,14.66,14.78,16.16,16.85
5756,22.01,19.53,17.71,16.41,14.89,15.03,14.56,14.66,14.78,16.16,16.85,17.47
5757,19.53,17.71,16.41,14.89,15.03,14.56,14.66,14.78,16.16,16.85,17.47,19.31
5758,17.71,16.41,14.89,15.03,14.56,14.66,14.78,16.16,16.85,17.47,19.31,20.57
5759,16.41,14.89,15.03,14.56,14.66,14.78,16.16,16.85,17.47,19.31,20.57,25.64
5760,14.89,15.03,14.56,14.66,14.78,16.16,16.85,17.47,19.31,20.57,25.64,36.0
5761,15.03,14.56,14.66,14.78,16.16,16.85,17.47,19.31,20.57,25.64,36.0,50.33
5762,14.56,14.66,14.78,16.16,16.85,17.47,19.31,20.57,25.64,36.0,50.33,101.0
5763,14.66,14.78,16.16,16.85,17.47,19.31,20.57,25.64,36.0,50.33,101.0,190.97
5764,14.78,16.16,16.85,17.47,19.31,20.57,25.64,36.0,50.33,101.0,190.97,213.09
5765,16.16,16.85,17.47,19.31,20.57,25.64,36.0,50.33,101.0,190.97,213.09,70.0
5766,16.85,17.47,19.31,20.57,25.64,36.0,50.33,101.0,190.97,213.09,70.0,35.47
5767,17.47,19.31,20.57,25.64,36.0,50.33,101.0,190.97,213.09,70.0,35.47,28.12
5768,19.31,20.57,25.64,36.0,50.33,101.0,190.97,213.09,70.0,35.47,28.12,23.83
5769,20.57,25.64,36.0,50.33,101.0,190.97,213.09,70.0,35.47,28.12,23.83,18.74
5770,25.64,36.0,50.33,101.0,190.97,213.09,70.0,35.47,28.12,23.83,18.74,17.6
5771,36.0,50.33,101.0,190.97,213.09,70.0,35.47,28.12,23.83,18.74,17.6,16.11
5772,50.33,101.0,190.97,213.09,70.0,35.47,28.12,23.83,18.74,17.6,16.11,13.79
5773,101.0,190.97,213.09,70.0,35.47,28.12,23.83,18.74,17.6,16.11,13.79,12.51
5774,190.97,213.09,70.0,35.47,28.12,23.83,18.74,17.6,16.11,13.79,12.51,13.58
5775,213.09,70.0,35.47,28.12,23.83,18.74,17.6,16.11,13.79,12.51,13.58,12.93
5776,70.0,35.47,28.12,23.83,18.74,17.6,16.11,13.79,12.51,13.58,12.93,13.11
5777,35.47,28.12,23.83,18.74,17.6,16.11,13.79,12.51,13.58,12.93,13.11,12.09
5778,28.12,23.83,18.74,17.6,16.11,13.79,12.51,13.58,12.93,13.11,12.09,14.0
5779,23.83,18.74,17.6,16.11,13.79,12.51,13.58,12.93,13.11,12.09,14.0,14.89
5780,18.74,17.6,16.11,13.79,12.51,13.58,12.93,13.11,12.09,14.0,14.89,16.64
5781,17.6,16.11,13.79,12.51,13.58,12.93,13.11,12.09,14.0,14.89,16.64,19.05
5782,16.11,13.79,12.51,13.58,12.93,13.11,12.09,14.0,14.89,16.64,19.05,21.04
5783,13.79,12.51,13.58,12.93,13.11,12.09,14.0,14.89,16.64,19.05,21.04,27.41
5784,12.51,13.58,12.93,13.11,12.09,14.0,14.89,16.64,19.05,21.04,27.41,35.49
5785,13.58,12.93,13.11,12.09,14.0,14.89,16.64,19.05,21.04,27.41,35.49,60.0
5786,12.93,13.11,12.09,14.0,14.89,16.64,19.05,21.04,27.41,35.49,60.0,92.13
5787,13.11,12.09,14.0,14.89,16.64,19.05,21.04,27.41,35.49,60.0,92.13,173.08
5788,12.09,14.0,14.89,16.64,19.05,21.04,27.41,35.49,60.0,92.13,173.08,143.82
5789,14.0,14.89,16.64,19.05,21.04,27.41,35.49,60.0,92.13,173.08,143.82,49.41
5790,14.89,16.64,19.05,21.04,27.41,35.49,60.0,92.13,173.08,143.82,49.41,30.0
5791,16.64,19.05,21.04,27.41,35.49,60.0,92.13,173.08,143.82,49.41,30.0,27.5
5792,19.05,21.04,27.41,35.49,60.0,92.13,173.08,143.82,49.41,30.0,27.5,23.33
5793,21.04,27.41,35.49,60.0,92.13,173.08,143.82,49.41,30.0,27.5,23.33,20.24
5794,27.41,35.49,60.0,92.13,173.08,143.82,49.41,30.0,27.5,23.33,20.24,18.24
5795,35.49,60.0,92.13,173.08,143.82,49.41,30.0,27.5,23.33,20.24,18.24,16.96
5796,60.0,92.13,173.08,143.82,49.41,30.0,27.5,23.33,20.24,18.24,16.96,14.91
5797,92.13,173.08,143.82,49.41,30.0,27.5,23.33,20.24,18.24,16.96,14.91,13.81
5798,173.08,143.82,49.41,30.0,27.5,23.33,20.24,18.24,16.96,14.91,13.81,13.64
5799,143.82,49.41,30.0,27.5,23.33,20.24,18.24,16.96,14.91,13.81,13.64,13.45
5800,49.41,30.0,27.5,23.33,20.24,18.24,16.96,14.91,13.81,13.64,13.45,13.72
5801,30.0,27.5,23.33,20.24,18.24,16.96,14.91,13.81,13.64,13.45,13.72,14.47
5802,27.5,23.33,20.24,18.24,16.96,14.91,13.81,13.64,13.45,13.72,14.47,15.05
5803,23.33,20.24,18.24,16.96,14.91,13.81,13.64,13.45,13.72,14.47,15.05,15.66
5804,20.24,18.24,16.96,14.91,13.81,13.64,13.45,13.72,14.47,15.05,15.66,18.12
5805,18.24,16.96,14.91,13.81,13.64,13.45,13.72,14.47,15.05,15.66,18.12,19.49
5806,16.96,14.91,13.81,13.64,13.45,13.72,14.47,15.05,15.66,18.12,19.49,22.03
5807,14.91,13.81,13.64,13.45,13.72,14.47,15.05,15.66,18.12,19.49,22.03,29.4
5808,13.81,13.64,13.45,13.72,14.47,15.05,15.66,18.12,19.49,22.03,29.4,47.0
5809,13.64,13.45,13.72,14.47,15.05,15.66,18.12,19.49,22.03,29.4,47.0,73.32
5810,13.45,13.72,14.47,15.05,15.66,18.12,19.49,22.03,29.4,47.0,73.32,92.99
5811,13.72,14.47,15.05,15.66,18.12,19.49,22.03,29.4,47.0,73.32,92.99,125.6
5812,14.47,15.05,15.66,18.12,19.49,22.03,29.4,47.0,73.32,92.99,125.6,121.31
5813,15.05,15.66,18.12,19.49,22.03,29.4,47.0,73.32,92.99,125.6,121.31,65.74
5814,15.66,18.12,19.49,22.03,29.4,47.0,73.32,92.99,125.6,121.31,65.74,39.95
5815,18.12,19.49,22.03,29.4,47.0,73.32,92.99,125.6,121.31,65.74,39.95,34.52
5816,19.49,22.03,29.4,47.0,73.32,92.99,125.6,121.31,65.74,39.95,34.52,25.99
5817,22.03,29.4,47.0,73.32,92.99,125.6,121.31,65.74,39.95,34.52,25.99,21.9
5818,29.4,47.0,73.32,92.99,125.6,121.31,65.74,39.95,34.52,25.99,21.9,19.0
5819,47.0,73.32,92.99,125.6,121.31,65.74,39.95,34.52,25.99,21.9,19.0,17.78
5820,73.32,92.99,125.6,121.31,65.74,39.95,34.52,25.99,21.9,19.0,17.78,14.87
5821,92.99,125.6,121.31,65.74,39.95,34.52,25.99,21.9,19.0,17.78,14.87,14.26
5822,125.6,121.31,65.74,39.95,34.52,25.99,21.9,19.0,17.78,14.87,14.26,13.57
5823,121.31,65.74,39.95,34.52,25.99,21.9,19.0,17.78,14.87,14.26,13.57,13.78
5824,65.74,39.95,34.52,25.99,21.9,19.0,17.78,14.87,14.26,13.57,13.78,13.61
5825,39.95,34.52,25.99,21.9,19.0,17.78,14.87,14.26,13.57,13.78,13.61,13.53
5826,34.52,25.99,21.9,19.0,17.78,14.87,14.26,13.57,13.78,13.61,13.53,14.81
5827,25.99,21.9,19.0,17.78,14.87,14.26,13.57,13.78,13.61,13.53,14.81,15.9
5828,21.9,19.0,17.78,14.87,14.26,13.57,13.78,13.61,13.53,14.81,15.9,17.54
5829,19.0,17.78,14.87,14.26,13.57,13.78,13.61,13.53,14.81,15.9,17.54,19.0
5830,17.78,14.87,14.26,13.57,13.78,13.61,13.53,14.81,15.9,17.54,19.0,21.36
5831,14.87,14.26,13.57,13.78,13.61,13.53,14.81,15.9,17.54,19.0,21.36,26.91
5832,14.26,13.57,13.78,13.61,13.53,14.81,15.9,17.54,19.0,21.36,26.91,36.67
5833,13.57,13.78,13.61,13.53,14.81,15.9,17.54,19.0,21.36,26.91,36.67,40.62
5834,13.78,13.61,13.53,14.81,15.9,17.54,19.0,21.36,26.91,36.67,40.62,61.12
5835,13.61,13.53,14.81,15.9,17.54,19.0,21.36,26.91,36.67,40.62,61.12,105.84
5836,13.53,14.81,15.9,17.54,19.0,21.36,26.91,36.67,40.62,61.12,105.84,121.63
5837,14.81,15.9,17.54,19.0,21.36,26.91,36.67,40.62,61.12,105.84,121.63,69.14
5838,15.9,17.54,19.0,21.36,26.91,36.67,40.62,61.12,105.84,121.63,69.14,39.94
5839,17.54,19.0,21.36,26.91,36.67,40.62,61.12,105.84,121.63,69.14,39.94,32.07
5840,19.0,21.36,26.91,36.67,40.62,61.12,105.84,121.63,69.14,39.94,32.07,27.92
5841,21.36,26.91,36.67,40.62,61.12,105.84,121.63,69.14,39.94,32.07,27.92,22.01
5842,26.91,36.67,40.62,61.12,105.84,121.63,69.14,39.94,32.07,27.92,22.01,18.85
5843,36.67,40.62,61.12,105.84,121.63,69.14,39.94,32.07,27.92,22.01,18.85,17.72
5844,40.62,61.12,105.84,121.63,69.14,39.94,32.07,27.92,22.01,18.85,17.72,17.45
5845,61.12,105.84,121.63,69.14,39.94,32.07,27.92,22.01,18.85,17.72,17.45,16.4
