,Hr0,Hr1,Hr2,Hr3,Hr4,Hr5,Hr6,Hr7,Hr8,Hr9,Hr10,Hr11
5306,12.05,12.55,13.0,13.0,13.69,15.88,17.37,20.28,28.41,39.36,119.39,150.0
5307,12.55,13.0,13.0,13.69,15.88,17.37,20.28,28.41,39.36,119.39,150.0,290.13
5308,13.0,13.0,13.69,15.88,17.37,20.28,28.41,39.36,119.39,150.0,290.13,315.16
5309,13.0,13.69,15.88,17.37,20.28,28.41,39.36,119.39,150.0,290.13,315.16,143.86
5310,13.69,15.88,17.37,20.28,28.41,39.36,119.39,150.0,290.13,315.16,143.86,41.46
5311,15.88,17.37,20.28,28.41,39.36,119.39,150.0,290.13,315.16,143.86,41.46,30.0
5312,17.37,20.28,28.41,39.36,119.39,150.0,290.13,315.16,143.86,41.46,30.0,24.72
5313,20.28,28.41,39.36,119.39,150.0,290.13,315.16,143.86,41.46,30.0,24.72,19.95
5314,28.41,39.36,119.39,150.0,290.13,315.16,143.86,41.46,30.0,24.72,19.95,18.58
5315,39.36,119.39,150.0,290.13,315.16,143.86,41.46,30.0,24.72,19.95,18.58,16.75
5316,119.39,150.0,290.13,315.16,143.86,41.46,30.0,24.72,19.95,18.58,16.75,14.0
5317,150.0,290.13,315.16,143.86,41.46,30.0,24.72,19.95,18.58,16.75,14.0,13.08
5318,290.13,315.16,143.86,41.46,30.0,24.72,19.95,18.58,16.75,14.0,13.08,11.59
5319,315.16,143.86,41.46,30.0,24.72,19.95,18.58,16.75,14.0,13.08,11.59,12.61
5320,143.86,41.46,30.0,24.72,19.95,18.58,16.75,14.0,13.08,11.59,12.61,12.66
5321,41.46,30.0,24.72,19.95,18.58,16.75,14.0,13.08,11.59,12.61,12.66,12.55
5322,30.0,24.72,19.95,18.58,16.75,14.0,13.08,11.59,12.61,12.66,12.55,11.2
5323,24.72,19.95,18.58,16.75,14.0,13.08,11.59,12.61,12.66,12.55,11.2,12.67
5324,19.95,18.58,16.75,14.0,13.08,11.59,12.61,12.66,12.55,11.2,12.67,14.0
5325,18.58,16.75,14.0,13.08,11.59,12.61,12.66,12.55,11.2,12.67,14.0,16.08
5326,16.75,14.0,13.08,11.59,12.61,12.66,12.55,11.2,12.67,14.0,16.08,18.44
5327,14.0,13.08,11.59,12.61,12.66,12.55,11.2,12.67,14.0,16.08,18.44,24.66
5328,13.08,11.59,12.61,12.66,12.55,11.2,12.67,14.0,16.08,18.44,24.66,35.06
5329,11.59,12.61,12.66,12.55,11.2,12.67,14.0,16.08,18.44,24.66,35.06,141.46
5330,12.61,12.66,12.55,11.2,12.67,14.0,16.08,18.44,24.66,35.06,141.46,255.34
5331,12.66,12.55,11.2,12.67,14.0,16.08,18.44,24.66,35.06,141.46,255.34,399.9
5332,12.55,11.2,12.67,14.0,16.08,18.44,24.66,35.06,141.46,255.34,399.9,417.5
5333,11.2,12.67,14.0,16.08,18.44,24.66,35.06,141.46,255.34,399.9,417.5,184.63
5334,12.67,14.0,16.08,18.44,24.66,35.06,141.46,255.34,399.9,417.5,184.63,51.71
5335,14.0,16.08,18.44,24.66,35.06,141.46,255.34,399.9,417.5,184.63,51.71,33.67
5336,16.08,18.44,24.66,35.06,141.46,255.34,399.9,417.5,184.63,51.71,33.67,28.52
5337,18.44,24.66,35.06,141.46,255.34,399.9,417.5,184.63,51.71,33.67,28.52,20.18
5338,24.66,35.06,141.46,255.34,399.9,417.5,184.63,51.71,33.67,28.52,20.18,17.44
5339,35.06,141.46,255.34,399.9,417.5,184.63,51.71,33.67,28.52,20.18,17.44,16.05
5340,141.46,255.34,399.9,417.5,184.63,51.71,33.67,28.52,20.18,17.44,16.05,13.98
5341,255.34,399.9,417.5,184.63,51.71,33.67,28.52,20.18,17.44,16.05,13.98,13.03
5342,399.9,417.5,184.63,51.71,33.67,28.52,20.18,17.44,16.05,13.98,13.03,11.54
5343,417.5,184.63,51.71,33.67,28.52,20.18,17.44,16.05,13.98,13.03,11.54,10.11
5344,184.63,51.71,33.67,28.52,20.18,17.44,16.05,13.98,13.03,11.54,10.11,12.85
5345,51.71,33.67,28.52,20.18,17.44,16.05,13.98,13.03,11.54,10.11,12.85,11.75
5346,33.67,28.52,20.18,17.44,16.05,13.98,13.03,11.54,10.11,12.85,11.75,13.5
5347,28.52,20.18,17.44,16.05,13.98,13.03,11.54,10.11,12.85,11.75,13.5,14.11
5348,20.18,17.44,16.05,13.98,13.03,11.54,10.11,12.85,11.75,13.5,14.11,15.58
5349,17.44,16.05,13.98,13.03,11.54,10.11,12.85,11.75,13.5,14.11,15.58,17.19
5350,16.05,13.98,13.03,11.54,10.11,12.85,11.75,13.5,14.11,15.58,17.19,19.11
5351,13.98,13.03,11.54,10.11,12.85,11.75,13.5,14.11,15.58,17.19,19.11,26.29
5352,13.03,11.54,10.11,12.85,11.75,13.5,14.11,15.58,17.19,19.11,26.29,43.69
5353,11.54,10.11,12.85,11.75,13.5,14.11,15.58,17.19,19.11,26.29,43.69,256.63
5354,10.11,12.85,11.75,13.5,14.11,15.58,17.19,19.11,26.29,43.69,256.63,488.53
5355,12.85,11.75,13.5,14.11,15.58,17.19,19.11,26.29,43.69,256.63,488.53,952.07
5356,11.75,13.5,14.11,15.58,17.19,19.11,26.29,43.69,256.63,488.53,952.07,952.02
5357,13.5,14.11,15.58,17.19,19.11,26.29,43.69,256.63,488.53,952.07,952.02,438.0
5358,14.11,15.58,17.19,19.11,26.29,43.69,256.63,488.53,952.07,952.02,438.0,56.52
5359,15.58,17.19,19.11,26.29,43.69,256.63,488.53,952.07,952.02,438.0,56.52,36.95
5360,17.19,19.11,26.29,43.69,256.63,488.53,952.07,952.02,438.0,56.52,36.95,29.59
5361,19.11,26.29,43.69,256.63,488.53,952.07,952.02,438.0,56.52,36.95,29.59,20.23
5362,26.29,43.69,256.63,488.53,952.07,952.02,438.0,56.52,36.95,29.59,20.23,19.04
5363,43.69,256.63,488.53,952.07,952.02,438.0,56.52,36.95,29.59,20.23,19.04,16.88
5364,256.63,488.53,952.07,952.02,438.0,56.52,36.95,29.59,20.23,19.04,16.88,14.74
5365,488.53,952.07,952.02,438.0,56.52,36.95,29.59,20.23,19.04,16.88,14.74,13.61
5366,952.07,952.02,438.0,56.52,36.95,29.59,20.23,19.04,16.88,14.74,13.61,12.25
5367,952.02,438.0,56.52,36.95,29.59,20.23,19.04,16.88,14.74,13.61,12.25,12.03
5368,438.0,56.52,36.95,29.59,20.23,19.04,16.88,14.74,13.61,12.25,12.03,12.78
5369,56.52,36.95,29.59,20.23,19.04,16.88,14.74,13.61,12.25,12.03,12.78,13.99
5370,36.95,29.59,20.23,19.04,16.88,14.74,13.61,12.25,12.03,12.78,13.99,15.88
5371,29.59,20.23,19.04,16.88,14.74,13.61,12.25,12.03,12.78,13.99,15.88,16.65
5372,20.23,19.04,16.88,14.74,13.61,12.25,12.03,12.78,13.99,15.88,16.65,18.66
5373,19.04,16.88,14.74,13.61,12.25,12.03,12.78,13.99,15.88,16.65,18.66,19.19
5374,16.88,14.74,13.61,12.25,12.03,12.78,13.99,15.88,16.65,18.66,19.19,24.66
5375,14.74,13.61,12.25,12.03,12.78,13.99,15.88,16.65,18.66,19.19,24.66,36.93
5376,13.61,12.25,12.03,12.78,13.99,15.88,16.65,18.66,19.19,24.66,36.93,130.17
5377,12.25,12.03,12.78,13.99,15.88,16.65,18.66,19.19,24.66,36.93,130.17,858.87
5378,12.03,12.78,13.99,15.88,16.65,18.66,19.19,24.66,36.93,130.17,858.87,1512.93
5379,12.78,13.99,15.88,16.65,18.66,19.19,24.66,36.93,130.17,858.87,1512.93,2611.68
5380,13.99,15.88,16.65,18.66,19.19,24.66,36.93,130.17,858.87,1512.93,2611.68,2717.23
5381,15.88,16.65,18.66,19.19,24.66,36.93,130.17,858.87,1512.93,2611.68,2717.23,1340.99
5382,16.65,18.66,19.19,24.66,36.93,130.17,858.87,1512.93,2611.68,2717.23,1340.99,191.42
5383,18.66,19.19,24.66,36.93,130.17,858.87,1512.93,2611.68,2717.23,1340.99,191.42,46.86
5384,19.19,24.66,36.93,130.17,858.87,1512.93,2611.68,2717.23,1340.99,191.42,46.86,32.09
5385,24.66,36.93,130.17,858.87,1512.93,2611.68,2717.23,1340.99,191.42,46.86,32.09,25.85
5386,36.93,130.17,858.87,1512.93,2611.68,2717.23,1340.99,191.42,46.86,32.09,25.85,21.23
5387,130.17,858.87,1512.93,2611.68,2717.23,1340.99,191.42,46.86,32.09,25.85,21.23,18.32
5388,858.87,1512.93,2611.68,2717.23,1340.99,191.42,46.86,32.09,25.85,21.23,18.32,17.48
5389,1512.93,2611.68,2717.23,1340.99,191.42,46.86,32.09,25.85,21.23,18.32,17.48,16.55
5390,2611.68,2717.23,1340.99,191.42,46.86,32.09,25.85,21.23,18.32,17.48,16.55,15.52
5391,2717.23,1340.99,191.42,46.86,32.09,25.85,21.23,18.32,17.48,16.55,15.52,15.05
5392,1340.99,191.42,46.86,32.09,25.85,21.23,18.32,17.48,16.55,15.52,15.05,15.52
5393,191.42,46.86,32.09,25.85,21.23,18.32,17.48,16.55,15.52,15.05,15.52,16.53
5394,46.86,32.09,25.85,21.23,18.32,17.48,16.55,15.52,15.05,15.52,16.53,18.55
5395,32.09,25.85,21.23,18.32,17.48,16.55,15.52,15.05,15.52,16.53,18.55,19.16
5396,25.85,21.23,18.32,17.48,16.55,15.52,15.05,15.52,16.53,18.55,19.16,20.68
5397,21.23,18.32,17.48,16.55,15.52,15.05,15.52,16.53,18.55,19.16,20.68,21.54
5398,18.32,17.48,16.55,15.52,15.05,15.52,16.53,18.55,19.16,20.68,21.54,27.79
5399,17.48,16.55,15.52,15.05,15.52,16.53,18.55,19.16,20.68,21.54,27.79,37.6
5400,16.55,15.52,15.05,15.52,16.53,18.55,19.16,20.68,21.54,27.79,37.6,138.38
5401,15.52,15.05,15.52,16.53,18.55,19.16,20.68,21.54,27.79,37.6,138.38,300.14
5402,15.05,15.52,16.53,18.55,19.16,20.68,21.54,27.79,37.6,138.38,300.14,931.05
5403,15.52,16.53,18.55,19.16,20.68,21.54,27.79,37.6,138.38,300.14,931.05,1387.49
5404,16.53,18.55,19.16,20.68,21.54,27.79,37.6,138.38,300.14,931.05,1387.49,1339.49
5405,18.55,19.16,20.68,21.54,27.79,37.6,138.38,300.14,931.05,1387.49,1339.49,655.25
5406,19.16,20.68,21.54,27.79,37.6,138.38,300.14,931.05,1387.49,1339.49,655.25,96.87
5407,20.68,21.54,27.79,37.6,138.38,300.14,931.05,1387.49,1339.49,655.25,96.87,42.85
5408,21.54,27.79,37.6,138.38,300.14,931.05,1387.49,1339.49,655.25,96.87,42.85,35.84
5409,27.79,37.6,138.38,300.14,931.05,1387.49,1339.49,655.25,96.87,42.85,35.84,26.65
5410,37.6,138.38,300.14,931.05,1387.49,1339.49,655.25,96.87,42.85,35.84,26.65,21.15
5411,138.38,300.14,931.05,1387.49,1339.49,655.25,96.87,42.85,35.84,26.65,21.15,17.87
5412,300.14,931.05,1387.49,1339.49,655.25,96.87,42.85,35.84,26.65,21.15,17.87,17.78
5413,931.05,1387.49,1339.49,655.25,96.87,42.85,35.84,26.65,21.15,17.87,17.78,16.81
5414,1387.49,1339.49,655.25,96.87,42.85,35.84,26.65,21.15,17.87,17.78,16.81,16.07
5415,1339.49,655.25,96.87,42.85,35.84,26.65,21.15,17.87,17.78,16.81,16.07,16.26
5416,655.25,96.87,42.85,35.84,26.65,21.15,17.87,17.78,16.81,16.07,16.26,16.17
5417,96.87,42.85,35.84,26.65,21.15,17.87,17.78,16.81,16.07,16.26,16.17,16.63
5418,42.85,35.84,26.65,21.15,17.87,17.78,16.81,16.07,16.26,16.17,16.63,17.67
5419,35.84,26.65,21.15,17.87,17.78,16.81,16.07,16.26,16.17,16.63,17.67,18.0
5420,26.65,21.15,17.87,17.78,16.81,16.07,16.26,16.17,16.63,17.67,18.0,19.35
5421,21.15,17.87,17.78,16.81,16.07,16.26,16.17,16.63,17.67,18.0,19.35,20.74
5422,17.87,17.78,16.81,16.07,16.26,16.17,16.63,17.67,18.0,19.35,20.74,26.99
5423,17.78,16.81,16.07,16.26,16.17,16.63,17.67,18.0,19.35,20.74,26.99,41.21
5424,16.81,16.07,16.26,16.17,16.63,17.67,18.0,19.35,20.74,26.99,41.21,74.89
5425,16.07,16.26,16.17,16.63,17.67,18.0,19.35,20.74,26.99,41.21,74.89,268.35
5426,16.26,16.17,16.63,17.67,18.0,19.35,20.74,26.99,41.21,74.89,268.35,803.42
5427,16.17,16.63,17.67,18.0,19.35,20.74,26.99,41.21,74.89,268.35,803.42,1759.32
5428,16.63,17.67,18.0,19.35,20.74,26.99,41.21,74.89,268.35,803.42,1759.32,1759.46
5429,17.67,18.0,19.35,20.74,26.99,41.21,74.89,268.35,803.42,1759.32,1759.46,431.96
5430,18.0,19.35,20.74,26.99,41.21,74.89,268.35,803.42,1759.32,1759.46,431.96,65.5
5431,19.35,20.74,26.99,41.21,74.89,268.35,803.42,1759.32,1759.46,431.96,65.5,36.09
5432,20.74,26.99,41.21,74.89,268.35,803.42,1759.32,1759.46,431.96,65.5,36.09,27.64
5433,26.99,41.21,74.89,268.35,803.42,1759.32,1759.46,431.96,65.5,36.09,27.64,22.62
5434,41.21,74.89,268.35,803.42,1759.32,1759.46,431.96,65.5,36.09,27.64,22.62,19.3
5435,74.89,268.35,803.42,1759.32,1759.46,431.96,65.5,36.09,27.64,22.62,19.3,17.51
5436,268.35,803.42,1759.32,1759.46,431.96,65.5,36.09,27.64,22.62,19.3,17.51,15.0
5437,803.42,1759.32,1759.46,431.96,65.5,36.09,27.64,22.62,19.3,17.51,15.0,13.27
5438,1759.32,1759.46,431.96,65.5,36.09,27.64,22.62,19.3,17.51,15.0,13.27,11.45
5439,1759.46,431.96,65.5,36.09,27.64,22.62,19.3,17.51,15.0,13.27,11.45,13.0
5440,431.96,65.5,36.09,27.64,22.62,19.3,17.51,15.0,13.27,11.45,13.0,13.0
5441,65.5,36.09,27.64,22.62,19.3,17.51,15.0,13.27,11.45,13.0,13.0,12.31
5442,36.09,27.64,22.62,19.3,17.51,15.0,13.27,11.45,13.0,13.0,12.31,14.09
5443,27.64,22.62,19.3,17.51,15.0,13.27,11.45,13.0,13.0,12.31,14.09,16.4
5444,22.62,19.3,17.51,15.0,13.27,11.45,13.0,13.0,12.31,14.09,16.4,18.71
5445,19.3,17.51,15.0,13.27,11.45,13.0,13.0,12.31,14.09,16.4,18.71,19.13
5446,17.51,15.0,13.27,11.45,13.0,13.0,12.31,14.09,16.4,18.71,19.13,23.89
5447,15.0,13.27,11.45,13.0,13.0,12.31,14.09,16.4,18.71,19.13,23.89,28.26
5448,13.27,11.45,13.0,13.0,12.31,14.09,16.4,18.71,19.13,23.89,28.26,73.85
5449,11.45,13.0,13.0,12.31,14.09,16.4,18.71,19.13,23.89,28.26,73.85,780.85
5450,13.0,13.0,12.31,14.09,16.4,18.71,19.13,23.89,28.26,73.85,780.85,2502.7
5451,13.0,12.31,14.09,16.4,18.71,19.13,23.89,28.26,73.85,780.85,2502.7,3353.19
5452,12.31,14.09,16.4,18.71,19.13,23.89,28.26,73.85,780.85,2502.7,3353.19,3496.7
5453,14.09,16.4,18.71,19.13,23.89,28.26,73.85,780.85,2502.7,3353.19,3496.7,1573.2
5454,16.4,18.71,19.13,23.89,28.26,73.85,780.85,2502.7,3353.19,3496.7,1573.2,135.3
5455,18.71,19.13,23.89,28.26,73.85,780.85,2502.7,3353.19,3496.7,1573.2,135.3,31.26
5456,19.13,23.89,28.26,73.85,780.85,2502.7,3353.19,3496.7,1573.2,135.3,31.26,27.0
5457,23.89,28.26,73.85,780.85,2502.7,3353.19,3496.7,1573.2,135.3,31.26,27.0,23.15
5458,28.26,73.85,780.85,2502.7,3353.19,3496.7,1573.2,135.3,31.26,27.0,23.15,19.59
5459,73.85,780.85,2502.7,3353.19,3496.7,1573.2,135.3,31.26,27.0,23.15,19.59,17.23
5460,780.85,2502.7,3353.19,3496.7,1573.2,135.3,31.26,27.0,23.15,19.59,17.23,14.48
5461,2502.7,3353.19,3496.7,1573.2,135.3,31.26,27.0,23.15,19.59,17.23,14.48,13.05
5462,3353.19,3496.7,1573.2,135.3,31.26,27.0,23.15,19.59,17.23,14.48,13.05,10.96
5463,3496.7,1573.2,135.3,31.26,27.0,23.15,19.59,17.23,14.48,13.05,10.96,12.55
5464,1573.2,135.3,31.26,27.0,23.15,19.59,17.23,14.48,13.05,10.96,12.55,11.38
5465,135.3,31.26,27.0,23.15,19.59,17.23,14.48,13.05,10.96,12.55,11.38,11.7
5466,31.26,27.0,23.15,19.59,17.23,14.48,13.05,10.96,12.55,11.38,11.7,10.0
5467,27.0,23.15,19.59,17.23,14.48,13.05,10.96,12.55,11.38,11.7,10.0,11.58
5468,23.15,19.59,17.23,14.48,13.05,10.96,12.55,11.38,11.7,10.0,11.58,14.31
5469,19.59,17.23,14.48,13.05,10.96,12.55,11.38,11.7,10.0,11.58,14.31,15.9
5470,17.23,14.48,13.05,10.96,12.55,11.38,11.7,10.0,11.58,14.31,15.9,18.49
5471,14.48,13.05,10.96,12.55,11.38,11.7,10.0,11.58,14.31,15.9,18.49,22.29
5472,13.05,10.96,12.55,11.38,11.7,10.0,11.58,14.31,15.9,18.49,22.29,29.72
5473,10.96,12.55,11.38,11.7,10.0,11.58,14.31,15.9,18.49,22.29,29.72,47.75
5474,12.55,11.38,11.7,10.0,11.58,14.31,15.9,18.49,22.29,29.72,47.75,144.56
5475,11.38,11.7,10.0,11.58,14.31,15.9,18.49,22.29,29.72,47.75,144.56,403.09
5476,11.7,10.0,11.58,14.31,15.9,18.49,22.29,29.72,47.75,144.56,403.09,700.34
5477,10.0,11.58,14.31,15.9,18.49,22.29,29.72,47.75,144.56,403.09,700.34,184.42
5478,11.58,14.31,15.9,18.49,22.29,29.72,47.75,144.56,403.09,700.34,184.42,42.24
5479,14.31,15.9,18.49,22.29,29.72,47.75,144.56,403.09,700.34,184.42,42.24,29.18
5480,15.9,18.49,22.29,29.72,47.75,144.56,403.09,700.34,184.42,42.24,29.18,25.69
5481,18.49,22.29,29.72,47.75,144.56,403.09,700.34,184.42,42.24,29.18,25.69,19.09
5482,22.29,29.72,47.75,144.56,403.09,700.34,184.42,42.24,29.18,25.69,19.09,17.39
5483,29.72,47.75,144.56,403.09,700.34,184.42,42.24,29.18,25.69,19.09,17.39,15.86
5484,47.75,144.56,403.09,700.34,184.42,42.24,29.18,25.69,19.09,17.39,15.86,14.25
5485,144.56,403.09,700.34,184.42,42.24,29.18,25.69,19.09,17.39,15.86,14.25,12.71
5486,403.09,700.34,184.42,42.24,29.18,25.69,19.09,17.39,15.86,14.25,12.71,10.91
5487,700.34,184.42,42.24,29.18,25.69,19.09,17.39,15.86,14.25,12.71,10.91,12.03
5488,184.42,42.24,29.18,25.69,19.09,17.39,15.86,14.25,12.71,10.91,12.03,10.57
5489,42.24,29.18,25.69,19.09,17.39,15.86,14.25,12.71,10.91,12.03,10.57,10.5
5490,29.18,25.69,19.09,17.39,15.86,14.25,12.71,10.91,12.03,10.57,10.5,12.19
5491,25.69,19.09,17.39,15.86,14.25,12.71,10.91,12.03,10.57,10.5,12.19,10.09
5492,19.09,17.39,15.86,14.25,12.71,10.91,12.03,10.57,10.5,12.19,10.09,13.57
5493,17.39,15.86,14.25,12.71,10.91,12.03,10.57,10.5,12.19,10.09,13.57,14.52
5494,15.86,14.25,12.71,10.91,12.03,10.57,10.5,12.19,10.09,13.57,14.52,17.78
5495,14.25,12.71,10.91,12.03,10.57,10.5,12.19,10.09,13.57,14.52,17.78,21.22
5496,12.71,10.91,12.03,10.57,10.5,12.19,10.09,13.57,14.52,17.78,21.22,28.6
5497,10.91,12.03,10.57,10.5,12.19,10.09,13.57,14.52,17.78,21.22,28.6,36.58
5498,12.03,10.57,10.5,12.19,10.09,13.57,14.52,17.78,21.22,28.6,36.58,73.44
5499,10.57,10.5,12.19,10.09,13.57,14.52,17.78,21.22,28.6,36.58,73.44,211.94
5500,10.5,12.19,10.09,13.57,14.52,17.78,21.22,28.6,36.58,73.44,211.94,554.74
5501,12.19,10.09,13.57,14.52,17.78,21.22,28.6,36.58,73.44,211.94,554.74,154.6
5502,10.09,13.57,14.52,17.78,21.22,28.6,36.58,73.44,211.94,554.74,154.6,44.4
5503,13.57,14.52,17.78,21.22,28.6,36.58,73.44,211.94,554.74,154.6,44.4,31.51
5504,14.52,17.78,21.22,28.6,36.58,73.44,211.94,554.74,154.6,44.4,31.51,28.28
5505,17.78,21.22,28.6,36.58,73.44,211.94,554.74,154.6,44.4,31.51,28.28,21.87
5506,21.22,28.6,36.58,73.44,211.94,554.74,154.6,44.4,31.51,28.28,21.87,17.9
5507,28.6,36.58,73.44,211.94,554.74,154.6,44.4,31.51,28.28,21.87,17.9,15.75
5508,36.58,73.44,211.94,554.74,154.6,44.4,31.51,28.28,21.87,17.9,15.75,13.78
5509,73.44,211.94,554.74,154.6,44.4,31.51,28.28,21.87,17.9,15.75,13.78,12.52
5510,211.94,554.74,154.6,44.4,31.51,28.28,21.87,17.9,15.75,13.78,12.52,10.66
5511,554.74,154.6,44.4,31.51,28.28,21.87,17.9,15.75,13.78,12.52,10.66,12.55
5512,154.6,44.4,31.51,28.28,21.87,17.9,15.75,13.78,12.52,10.66,12.55,12.21
5513,44.4,31.51,28.28,21.87,17.9,15.75,13.78,12.52,10.66,12.55,12.21,12.05
5514,31.51,28.28,21.87,17.9,15.75,13.78,12.52,10.66,12.55,12.21,12.05,13.52
5515,28.28,21.87,17.9,15.75,13.78,12.52,10.66,12.55,12.21,12.05,13.52,14.02
5516,21.87,17.9,15.75,13.78,12.52,10.66,12.55,12.21,12.05,13.52,14.02,16.39
5517,17.9,15.75,13.78,12.52,10.66,12.55,12.21,12.05,13.52,14.02,16.39,18.08
5518,15.75,13.78,12.52,10.66,12.55,12.21,12.05,13.52,14.02,16.39,18.08,21.02
5519,13.78,12.52,10.66,12.55,12.21,12.05,13.52,14.02,16.39,18.08,21.02,25.58
5520,12.52,10.66,12.55,12.21,12.05,13.52,14.02,16.39,18.08,21.02,25.58,35.31
5521,10.66,12.55,12.21,12.05,13.52,14.02,16.39,18.08,21.02,25.58,35.31,114.7
5522,12.55,12.21,12.05,13.52,14.02,16.39,18.08,21.02,25.58,35.31,114.7,735.37
5523,12.21,12.05,13.52,14.02,16.39,18.08,21.02,25.58,35.31,114.7,735.37,1351.02
5524,12.05,13.52,14.02,16.39,18.08,21.02,25.58,35.31,114.7,735.37,1351.02,1497.12
5525,13.52,14.02,16.39,18.08,21.02,25.58,35.31,114.7,735.37,1351.02,1497.12,400.0
5526,14.02,16.39,18.08,21.02,25.58,35.31,114.7,735.37,1351.02,1497.12,400.0,39.0
5527,16.39,18.08,21.02,25.58,35.31,114.7,735.37,1351.02,1497.12,400.0,39.0,28.41
5528,18.08,21.02,25.58,35.31,114.7,735.37,1351.02,1497.12,400.0,39.0,28.41,25.98
5529,21.02,25.58,35.31,114.7,735.37,1351.02,1497.12,400.0,39.0,28.41,25.98,19.34
5530,25.58,35.31,114.7,735.37,1351.02,1497.12,400.0,39.0,28.41,25.98,19.34,17.76
5531,35.31,114.7,735.37,1351.02,1497.12,400.0,39.0,28.41,25.98,19.34,17.76,15.27
5532,114.7,735.37,1351.02,1497.12,400.0,39.0,28.41,25.98,19.34,17.76,15.27,13.13
5533,735.37,1351.02,1497.12,400.0,39.0,28.41,25.98,19.34,17.76,15.27,13.13,12.55
5534,1351.02,1497.12,400.0,39.0,28.41,25.98,19.34,17.76,15.27,13.13,12.55,11.67
5535,1497.12,400.0,39.0,28.41,25.98,19.34,17.76,15.27,13.13,12.55,11.67,12.52
5536,400.0,39.0,28.41,25.98,19.34,17.76,15.27,13.13,12.55,11.67,12.52,12.0
5537,39.0,28.41,25.98,19.34,17.76,15.27,13.13,12.55,11.67,12.52,12.0,13.09
5538,28.41,25.98,19.34,17.76,15.27,13.13,12.55,11.67,12.52,12.0,13.09,14.66
5539,25.98,19.34,17.76,15.27,13.13,12.55,11.67,12.52,12.0,13.09,14.66,15.89
5540,19.34,17.76,15.27,13.13,12.55,11.67,12.52,12.0,13.09,14.66,15.89,17.9
5541,17.76,15.27,13.13,12.55,11.67,12.52,12.0,13.09,14.66,15.89,17.9,19.27
5542,15.27,13.13,12.55,11.67,12.52,12.0,13.09,14.66,15.89,17.9,19.27,24.88
5543,13.13,12.55,11.67,12.52,12.0,13.09,14.66,15.89,17.9,19.27,24.88,29.33
5544,12.55,11.67,12.52,12.0,13.09,14.66,15.89,17.9,19.27,24.88,29.33,47.92
5545,11.67,12.52,12.0,13.09,14.66,15.89,17.9,19.27,24.88,29.33,47.92,275.49
5546,12.52,12.0,13.09,14.66,15.89,17.9,19.27,24.88,29.33,47.92,275.49,1268.68
5547,12.0,13.09,14.66,15.89,17.9,19.27,24.88,29.33,47.92,275.49,1268.68,2137.23
5548,13.09,14.66,15.89,17.9,19.27,24.88,29.33,47.92,275.49,1268.68,2137.23,1861.98
5549,14.66,15.89,17.9,19.27,24.88,29.33,47.92,275.49,1268.68,2137.23,1861.98,541.77
5550,15.89,17.9,19.27,24.88,29.33,47.92,275.49,1268.68,2137.23,1861.98,541.77,52.48
5551,17.9,19.27,24.88,29.33,47.92,275.49,1268.68,2137.23,1861.98,541.77,52.48,38.26
5552,19.27,24.88,29.33,47.92,275.49,1268.68,2137.23,1861.98,541.77,52.48,38.26,28.73
5553,24.88,29.33,47.92,275.49,1268.68,2137.23,1861.98,541.77,52.48,38.26,28.73,25.51
5554,29.33,47.92,275.49,1268.68,2137.23,1861.98,541.77,52.48,38.26,28.73,25.51,19.73
5555,47.92,275.49,1268.68,2137.23,1861.98,541.77,52.48,38.26,28.73,25.51,19.73,17.15
5556,275.49,1268.68,2137.23,1861.98,541.77,52.48,38.26,28.73,25.51,19.73,17.15,14.31
5557,1268.68,2137.23,1861.98,541.77,52.48,38.26,28.73,25.51,19.73,17.15,14.31,13.47
5558,2137.23,1861.98,541.77,52.48,38.26,28.73,25.51,19.73,17.15,14.31,13.47,12.61
5559,1861.98,541.77,52.48,38.26,28.73,25.51,19.73,17.15,14.31,13.47,12.61,12.12
5560,541.77,52.48,38.26,28.73,25.51,19.73,17.15,14.31,13.47,12.61,12.12,12.24
5561,52.48,38.26,28.73,25.51,19.73,17.15,14.31,13.47,12.61,12.12,12.24,13.13
5562,38.26,28.73,25.51,19.73,17.15,14.31,13.47,12.61,12.12,12.24,13.13,15.81
5563,28.73,25.51,19.73,17.15,14.31,13.47,12.61,12.12,12.24,13.13,15.81,17.18
5564,25.51,19.73,17.15,14.31,13.47,12.61,12.12,12.24,13.13,15.81,17.18,19.11
5565,19.73,17.15,14.31,13.47,12.61,12.12,12.24,13.13,15.81,17.18,19.11,20.05
5566,17.15,14.31,13.47,12.61,12.12,12.24,13.13,15.81,17.18,19.11,20.05,26.05
5567,14.31,13.47,12.61,12.12,12.24,13.13,15.81,17.18,19.11,20.05,26.05,34.43
5568,13.47,12.61,12.12,12.24,13.13,15.81,17.18,19.11,20.05,26.05,34.43,49.94
5569,12.61,12.12,12.24,13.13,15.81,17.18,19.11,20.05,26.05,34.43,49.94,419.53
5570,12.12,12.24,13.13,15.81,17.18,19.11,20.05,26.05,34.43,49.94,419.53,1998.37
5571,12.24,13.13,15.81,17.18,19.11,20.05,26.05,34.43,49.94,419.53,1998.37,3199.63
5572,13.13,15.81,17.18,19.11,20.05,26.05,34.43,49.94,419.53,1998.37,3199.63,2506.59
5573,15.81,17.18,19.11,20.05,26.05,34.43,49.94,419.53,1998.37,3199.63,2506.59,694.22
5574,17.18,19.11,20.05,26.05,34.43,49.94,419.53,1998.37,3199.63,2506.59,694.22,75.0
